F2 Ground,F2 Clinch,F2 Distance,F2 Leg,F2 Body,F2 Head,F1 Ground,F1 Clinch,F1 Distance,F1 Leg,F1 Body,F1 Head,F2 Control Time,F2 Reversals,F2 Sub Attacks,F2 Takedown Perc,F2 Takedowns,F2 Total Strikes,F2 Sig Strike Perc,F2 Sig Strikes,F2 Knockdowns,F1 Control Time,F1 Reversals,F1 Sub Attacks,F1 Takedown Perc,F1 Takedowns,F1 Total Strikes,F1 Sig Strike Perc,F1 Sig Strikes,F1 Knockdowns,Round,Fight Link
0 of 0,2 of 4,7 of 31,1 of 3,3 of 4,5 of 28,8 of 9,1 of 3,14 of 33,0 of 0,1 of 1,22 of 44,0:05,0,0,---,0 of 0,9 of 35,25%,9 of 35,0,1:39,1,1,---,0 of 0,25 of 48,51%,23 of 45,0,2,http://ufcstats.com/fight-details/8a39075a9ffaa971
7 of 10,6 of 12,16 of 54,5 of 8,5 of 10,19 of 58,0 of 0,7 of 14,14 of 33,6 of 9,8 of 11,7 of 27,1:31,0,0,0%,0 of 2,58 of 109,38%,29 of 76,0,0:58,0,0,50%,2 of 4,28 of 57,44%,21 of 47,0,1,http://ufcstats.com/fight-details/d1c4c06780cbd36e
2 of 3,8 of 19,28 of 62,11 of 12,7 of 9,20 of 63,0 of 0,2 of 5,13 of 39,4 of 13,4 of 6,7 of 25,1:19,0,0,100%,1 of 1,49 of 98,45%,38 of 84,0,0:00,0,0,0%,0 of 1,17 of 46,34%,15 of 44,0,2,http://ufcstats.com/fight-details/d1c4c06780cbd36e
0 of 0,4 of 6,10 of 24,2 of 2,1 of 3,11 of 25,0 of 0,1 of 2,7 of 16,2 of 3,2 of 4,4 of 11,1:50,0,0,100%,1 of 1,16 of 32,46%,14 of 30,0,0:00,0,2,---,0 of 0,8 of 18,44%,8 of 18,0,3,http://ufcstats.com/fight-details/d1c4c06780cbd36e
0 of 0,7 of 12,0 of 2,0 of 0,4 of 4,3 of 10,4 of 4,5 of 9,1 of 2,2 of 2,3 of 4,5 of 9,0:57,0,0,---,0 of 0,12 of 21,50%,7 of 14,0,3:22,0,1,60%,3 of 5,20 of 25,66%,10 of 15,0,1,http://ufcstats.com/fight-details/979269d4ab5784af
0 of 0,23 of 40,15 of 30,2 of 2,3 of 3,33 of 65,0 of 0,12 of 31,8 of 22,0 of 0,3 of 7,17 of 46,2:50,0,1,50%,1 of 2,59 of 94,54%,38 of 70,0,0:59,0,0,100%,1 of 1,25 of 59,37%,20 of 53,0,2,http://ufcstats.com/fight-details/979269d4ab5784af
0 of 0,11 of 14,3 of 8,0 of 0,8 of 8,6 of 14,0 of 0,10 of 11,2 of 6,2 of 2,9 of 11,1 of 4,1:14,0,0,0%,0 of 1,32 of 41,63%,14 of 22,0,3:17,0,0,50%,2 of 4,38 of 43,70%,12 of 17,0,3,http://ufcstats.com/fight-details/979269d4ab5784af
5 of 11,3 of 6,7 of 32,0 of 0,2 of 4,13 of 45,8 of 9,1 of 3,18 of 48,7 of 9,2 of 2,18 of 49,1:38,0,0,33%,1 of 3,28 of 62,30%,15 of 49,0,0:23,0,0,0%,0 of 1,27 of 60,45%,27 of 60,2,1,http://ufcstats.com/fight-details/398f4857f9692204
0 of 0,0 of 0,8 of 22,2 of 2,4 of 7,2 of 13,0 of 0,3 of 3,11 of 21,3 of 7,6 of 6,5 of 11,0:01,0,0,---,0 of 0,10 of 24,36%,8 of 22,0,1:43,0,0,33%,1 of 3,24 of 34,58%,14 of 24,0,1,http://ufcstats.com/fight-details/6c2097664ac1bf16
0 of 0,2 of 4,5 of 19,0 of 1,1 of 1,6 of 21,4 of 4,3 of 5,6 of 25,1 of 4,6 of 8,6 of 22,0:35,0,0,50%,1 of 2,17 of 35,30%,7 of 23,0,2:37,0,0,83%,5 of 6,22 of 44,38%,13 of 34,0,2,http://ufcstats.com/fight-details/6c2097664ac1bf16
0 of 0,4 of 4,3 of 11,2 of 4,2 of 2,3 of 9,1 of 2,1 of 4,8 of 13,5 of 8,5 of 6,0 of 5,0:00,0,0,---,0 of 0,16 of 25,46%,7 of 15,0,3:14,0,0,40%,2 of 5,27 of 37,52%,10 of 19,0,3,http://ufcstats.com/fight-details/6c2097664ac1bf16
0 of 0,3 of 6,4 of 17,1 of 1,1 of 3,5 of 19,2 of 2,6 of 8,10 of 21,4 of 5,10 of 16,4 of 10,0:26,0,0,0%,0 of 3,9 of 25,30%,7 of 23,0,1:50,0,0,33%,1 of 3,30 of 44,58%,18 of 31,0,4,http://ufcstats.com/fight-details/6c2097664ac1bf16
0 of 0,1 of 2,1 of 6,0 of 0,0 of 0,2 of 8,4 of 4,3 of 3,4 of 6,1 of 1,4 of 4,6 of 8,0:00,0,0,---,0 of 0,9 of 18,25%,2 of 8,0,4:19,0,1,100%,5 of 5,46 of 49,84%,11 of 13,0,5,http://ufcstats.com/fight-details/6c2097664ac1bf16
0 of 0,1 of 3,12 of 33,0 of 1,4 of 11,9 of 24,0 of 0,11 of 21,19 of 41,4 of 4,9 of 10,17 of 48,0:26,0,0,---,0 of 0,18 of 41,36%,13 of 36,0,1:11,0,0,---,0 of 0,34 of 66,48%,30 of 62,0,1,http://ufcstats.com/fight-details/4669c07f3cc9e35f
0 of 0,8 of 14,21 of 34,1 of 1,16 of 19,12 of 28,0 of 0,14 of 22,19 of 45,2 of 2,13 of 18,18 of 47,1:49,0,0,100%,1 of 1,42 of 61,60%,29 of 48,0,0:00,0,0,---,0 of 0,43 of 81,49%,33 of 67,0,2,http://ufcstats.com/fight-details/4669c07f3cc9e35f
0 of 0,3 of 4,22 of 46,0 of 0,9 of 15,16 of 35,0 of 0,7 of 13,29 of 69,3 of 4,9 of 13,24 of 65,0:37,0,0,---,0 of 0,34 of 60,50%,25 of 50,0,0:00,0,0,---,0 of 0,37 of 83,43%,36 of 82,0,3,http://ufcstats.com/fight-details/4669c07f3cc9e35f
6 of 14,1 of 2,14 of 37,5 of 5,1 of 3,15 of 45,0 of 0,0 of 0,23 of 71,5 of 6,0 of 1,18 of 64,0:29,0,0,0%,0 of 1,22 of 55,39%,21 of 53,1,0:00,0,0,---,0 of 0,23 of 71,32%,23 of 71,0,1,http://ufcstats.com/fight-details/ccbbf1ccd4513551
0 of 0,0 of 0,11 of 43,2 of 3,0 of 1,9 of 39,0 of 0,0 of 0,24 of 68,4 of 4,3 of 5,17 of 59,0:07,0,0,33%,1 of 3,11 of 43,25%,11 of 43,0,0:00,0,0,---,0 of 0,26 of 70,35%,24 of 68,0,2,http://ufcstats.com/fight-details/ccbbf1ccd4513551
0 of 0,0 of 1,15 of 34,0 of 0,3 of 4,12 of 31,5 of 8,1 of 1,22 of 54,6 of 8,1 of 2,21 of 53,0:39,0,0,25%,1 of 4,16 of 36,42%,15 of 35,0,0:23,0,0,---,0 of 0,31 of 66,44%,28 of 63,0,3,http://ufcstats.com/fight-details/ccbbf1ccd4513551
0 of 0,1 of 3,24 of 54,13 of 15,7 of 14,5 of 28,15 of 29,6 of 13,26 of 56,1 of 3,7 of 13,39 of 82,0:34,0,0,0%,0 of 3,25 of 57,43%,25 of 57,0,1:09,0,0,0%,0 of 2,59 of 114,47%,47 of 98,2,1,http://ufcstats.com/fight-details/0c74e600ded0de97
0 of 0,2 of 3,18 of 53,0 of 0,8 of 13,12 of 43,0 of 0,7 of 13,24 of 62,6 of 8,7 of 9,18 of 58,0:23,0,0,100%,1 of 1,20 of 56,35%,20 of 56,0,0:00,0,0,---,0 of 0,32 of 76,41%,31 of 75,0,1,http://ufcstats.com/fight-details/78f1457371e2ef6b
1 of 2,0 of 0,2 of 2,0 of 0,0 of 0,3 of 4,3 of 5,2 of 2,0 of 5,0 of 1,2 of 4,3 of 7,0:47,0,0,100%,1 of 1,11 of 12,75%,3 of 4,0,3:35,0,1,100%,3 of 3,36 of 51,41%,5 of 12,0,1,http://ufcstats.com/fight-details/591699203b264f6c
0 of 0,5 of 6,7 of 17,2 of 3,2 of 2,8 of 18,0 of 0,4 of 6,8 of 20,4 of 5,4 of 9,4 of 12,2:01,0,0,---,0 of 0,20 of 31,52%,12 of 23,0,0:00,0,0,0%,0 of 3,22 of 36,46%,12 of 26,0,2,http://ufcstats.com/fight-details/591699203b264f6c
2 of 2,4 of 6,0 of 0,1 of 1,1 of 1,4 of 6,4 of 5,0 of 0,0 of 5,0 of 2,0 of 1,4 of 7,1:32,0,0,100%,1 of 1,16 of 18,75%,6 of 8,0,2:47,1,0,---,0 of 0,52 of 64,40%,4 of 10,0,3,http://ufcstats.com/fight-details/591699203b264f6c
0 of 0,11 of 12,38 of 78,18 of 23,5 of 8,26 of 59,0 of 0,5 of 8,15 of 58,5 of 6,2 of 6,13 of 54,0:47,0,0,---,0 of 0,53 of 94,54%,49 of 90,0,0:35,0,0,0%,0 of 2,24 of 70,30%,20 of 66,0,1,http://ufcstats.com/fight-details/6b532f492e98d22f
7 of 7,0 of 0,9 of 33,2 of 5,3 of 4,11 of 31,0 of 0,0 of 0,14 of 33,4 of 5,5 of 5,5 of 23,0:40,0,0,---,0 of 0,23 of 47,40%,16 of 40,0,0:16,0,1,100%,1 of 1,16 of 36,42%,14 of 33,0,2,http://ufcstats.com/fight-details/6b532f492e98d22f
0 of 0,0 of 1,22 of 63,12 of 15,3 of 10,7 of 39,0 of 0,0 of 0,34 of 70,7 of 7,7 of 10,20 of 53,0:00,0,0,---,0 of 0,22 of 64,34%,22 of 64,0,0:00,0,0,---,0 of 0,34 of 70,48%,34 of 70,0,1,http://ufcstats.com/fight-details/48f23cc8cc5ad9a9
0 of 0,6 of 6,26 of 54,12 of 15,6 of 8,14 of 37,0 of 0,3 of 6,25 of 51,4 of 4,7 of 9,17 of 44,0:00,0,0,0%,0 of 1,33 of 61,53%,32 of 60,0,0:02,0,0,0%,0 of 1,28 of 57,49%,28 of 57,0,2,http://ufcstats.com/fight-details/48f23cc8cc5ad9a9
0 of 2,16 of 20,24 of 56,13 of 16,12 of 16,15 of 46,0 of 0,3 of 3,19 of 42,0 of 0,7 of 10,15 of 35,0:34,0,0,50%,1 of 2,44 of 82,51%,40 of 78,0,0:08,0,0,---,0 of 0,22 of 45,48%,22 of 45,0,3,http://ufcstats.com/fight-details/48f23cc8cc5ad9a9
1 of 2,0 of 0,1 of 6,0 of 1,0 of 0,2 of 7,0 of 0,12 of 15,3 of 5,6 of 6,1 of 1,8 of 13,0:00,0,0,---,0 of 0,3 of 9,25%,2 of 8,0,4:09,0,0,20%,2 of 10,38 of 48,75%,15 of 20,0,1,http://ufcstats.com/fight-details/0590fb4acc06fa93
0 of 0,2 of 5,11 of 33,0 of 0,3 of 4,10 of 34,4 of 5,4 of 5,19 of 47,3 of 3,10 of 14,14 of 40,0:00,0,0,---,0 of 0,17 of 42,34%,13 of 38,0,0:50,0,0,0%,0 of 2,35 of 68,47%,27 of 57,1,2,http://ufcstats.com/fight-details/0590fb4acc06fa93
0 of 0,2 of 2,0 of 4,0 of 0,0 of 0,2 of 6,0 of 0,6 of 6,1 of 3,6 of 6,1 of 1,0 of 2,0:00,0,0,---,0 of 0,2 of 6,33%,2 of 6,0,1:16,0,1,33%,1 of 3,9 of 11,77%,7 of 9,0,3,http://ufcstats.com/fight-details/0590fb4acc06fa93
0 of 0,3 of 7,9 of 26,6 of 11,5 of 7,1 of 15,4 of 9,5 of 7,7 of 13,2 of 3,5 of 7,9 of 19,0:00,0,0,---,0 of 0,18 of 39,36%,12 of 33,0,2:28,0,0,100%,2 of 2,24 of 38,55%,16 of 29,0,1,http://ufcstats.com/fight-details/059dcd0b3b8e0a3f
0 of 0,0 of 1,3 of 14,1 of 2,0 of 0,2 of 13,10 of 14,0 of 0,1 of 4,1 of 1,0 of 0,10 of 17,0:00,0,1,---,0 of 0,7 of 19,20%,3 of 15,0,4:15,0,0,100%,1 of 1,25 of 35,61%,11 of 18,0,2,http://ufcstats.com/fight-details/059dcd0b3b8e0a3f
0 of 0,0 of 2,2 of 12,1 of 2,0 of 1,1 of 11,5 of 7,0 of 0,4 of 10,0 of 0,2 of 3,7 of 14,0:00,0,0,---,0 of 0,4 of 17,14%,2 of 14,0,3:19,0,0,100%,3 of 3,15 of 24,52%,9 of 17,0,3,http://ufcstats.com/fight-details/059dcd0b3b8e0a3f
6 of 9,4 of 5,3 of 8,1 of 1,6 of 7,6 of 14,0 of 0,0 of 2,2 of 12,1 of 2,0 of 1,1 of 11,3:27,1,1,100%,1 of 1,19 of 31,59%,13 of 22,0,0:44,1,2,100%,1 of 1,2 of 14,14%,2 of 14,0,1,http://ufcstats.com/fight-details/71e123d40fff9edb
0 of 0,2 of 2,11 of 31,0 of 0,5 of 8,8 of 25,0 of 0,5 of 9,14 of 42,8 of 8,3 of 5,8 of 38,1:34,0,0,0%,0 of 1,18 of 38,39%,13 of 33,0,0:00,0,0,---,0 of 0,27 of 59,37%,19 of 51,0,2,http://ufcstats.com/fight-details/71e123d40fff9edb
0 of 0,5 of 7,15 of 45,2 of 4,6 of 9,12 of 39,1 of 1,5 of 11,11 of 47,2 of 7,7 of 8,8 of 44,1:17,0,0,0%,0 of 3,23 of 56,38%,20 of 52,0,0:11,0,0,100%,1 of 1,21 of 63,28%,17 of 59,0,3,http://ufcstats.com/fight-details/71e123d40fff9edb
0 of 0,7 of 8,3 of 24,1 of 3,5 of 6,4 of 23,0 of 0,2 of 2,7 of 25,1 of 1,1 of 1,7 of 25,1:27,0,0,50%,1 of 2,19 of 42,31%,10 of 32,0,2:04,0,1,---,0 of 0,16 of 34,33%,9 of 27,0,1,http://ufcstats.com/fight-details/ab475a3a4487d6d3
6 of 8,1 of 2,5 of 10,2 of 2,1 of 1,9 of 17,0 of 0,1 of 2,2 of 11,0 of 0,0 of 0,3 of 13,3:24,0,1,50%,1 of 2,21 of 31,60%,12 of 20,0,1:01,0,0,50%,1 of 2,53 of 67,23%,3 of 13,0,2,http://ufcstats.com/fight-details/ab475a3a4487d6d3
0 of 0,4 of 4,1 of 9,0 of 0,3 of 3,2 of 10,4 of 4,0 of 2,2 of 6,0 of 1,1 of 1,5 of 10,2:02,0,0,0%,0 of 1,10 of 19,38%,5 of 13,0,2:26,0,0,50%,1 of 2,62 of 70,50%,6 of 12,0,3,http://ufcstats.com/fight-details/ab475a3a4487d6d3
1 of 2,0 of 0,7 of 10,2 of 2,0 of 0,6 of 10,9 of 18,1 of 1,1 of 5,2 of 3,0 of 0,9 of 21,1:25,0,0,---,0 of 0,14 of 18,66%,8 of 12,0,2:12,0,1,100%,1 of 1,20 of 36,45%,11 of 24,0,1,http://ufcstats.com/fight-details/5965800d88e0677c
0 of 0,0 of 0,5 of 15,4 of 4,0 of 1,1 of 10,2 of 2,0 of 0,10 of 18,3 of 3,4 of 4,5 of 13,0:00,0,0,---,0 of 0,5 of 15,33%,5 of 15,0,0:58,0,1,---,0 of 0,19 of 27,60%,12 of 20,0,2,http://ufcstats.com/fight-details/5965800d88e0677c
0 of 0,0 of 0,7 of 14,5 of 5,0 of 1,2 of 8,1 of 1,0 of 0,5 of 8,0 of 0,4 of 5,2 of 4,0:00,0,0,---,0 of 0,7 of 14,50%,7 of 14,0,1:30,0,1,100%,1 of 1,10 of 13,66%,6 of 9,0,1,http://ufcstats.com/fight-details/f4717203e762d780
0 of 0,0 of 0,24 of 49,4 of 5,4 of 4,16 of 40,0 of 0,1 of 1,26 of 74,1 of 1,7 of 8,19 of 66,0:00,0,0,---,0 of 0,24 of 49,48%,24 of 49,0,0:00,0,0,---,0 of 0,27 of 75,36%,27 of 75,0,1,http://ufcstats.com/fight-details/f22d193f3ab42bc5
0 of 0,0 of 0,21 of 65,6 of 9,3 of 8,12 of 48,0 of 0,2 of 3,32 of 77,2 of 2,11 of 14,21 of 64,0:00,0,0,0%,0 of 1,21 of 65,32%,21 of 65,0,0:00,0,0,---,0 of 0,35 of 81,42%,34 of 80,0,2,http://ufcstats.com/fight-details/f22d193f3ab42bc5
0 of 1,2 of 2,9 of 19,7 of 9,3 of 3,1 of 10,5 of 8,1 of 1,15 of 34,4 of 4,6 of 6,11 of 33,0:07,0,0,0%,0 of 2,13 of 24,50%,11 of 22,0,1:29,0,3,---,0 of 0,24 of 46,48%,21 of 43,0,3,http://ufcstats.com/fight-details/f22d193f3ab42bc5
2 of 2,10 of 13,4 of 9,1 of 1,8 of 11,7 of 12,6 of 9,11 of 12,4 of 8,3 of 3,7 of 7,11 of 19,1:41,0,1,0%,0 of 2,21 of 31,66%,16 of 24,0,2:23,0,0,50%,1 of 2,45 of 53,72%,21 of 29,0,1,http://ufcstats.com/fight-details/e2b4130c7b1ff8bc
0 of 1,7 of 10,4 of 7,1 of 2,5 of 7,5 of 9,6 of 12,8 of 11,2 of 5,3 of 3,4 of 7,9 of 18,0:43,0,0,0%,0 of 2,17 of 25,61%,11 of 18,0,3:42,1,0,0%,0 of 1,60 of 74,57%,16 of 28,0,2,http://ufcstats.com/fight-details/e2b4130c7b1ff8bc
0 of 0,1 of 1,0 of 4,0 of 0,1 of 2,0 of 3,25 of 29,3 of 4,2 of 2,2 of 2,3 of 3,25 of 30,0:19,1,0,---,0 of 0,6 of 11,20%,1 of 5,0,4:28,1,0,50%,1 of 2,94 of 114,85%,30 of 35,0,3,http://ufcstats.com/fight-details/e2b4130c7b1ff8bc
0 of 0,2 of 2,6 of 17,4 of 4,1 of 1,3 of 14,3 of 5,6 of 10,8 of 24,3 of 5,4 of 7,10 of 27,0:12,0,2,---,0 of 0,10 of 21,42%,8 of 19,0,2:53,0,0,0%,0 of 1,26 of 48,43%,17 of 39,0,1,http://ufcstats.com/fight-details/2bcb878e9d02b8f7
0 of 0,1 of 1,0 of 2,1 of 1,0 of 0,0 of 2,3 of 4,2 of 3,2 of 4,0 of 0,3 of 4,4 of 7,0:04,1,1,---,0 of 0,6 of 11,33%,1 of 3,0,4:32,0,1,100%,1 of 1,19 of 26,63%,7 of 11,0,2,http://ufcstats.com/fight-details/2bcb878e9d02b8f7
0 of 0,2 of 2,0 of 3,1 of 2,0 of 0,1 of 3,1 of 1,2 of 3,0 of 0,0 of 0,0 of 1,3 of 3,0:00,0,0,---,0 of 0,8 of 11,40%,2 of 5,0,4:34,0,0,50%,1 of 2,10 of 12,75%,3 of 4,0,3,http://ufcstats.com/fight-details/2bcb878e9d02b8f7
4 of 4,5 of 5,5 of 14,5 of 5,1 of 1,8 of 17,7 of 7,0 of 2,11 of 32,0 of 0,5 of 8,13 of 33,0:47,0,0,33%,1 of 3,15 of 27,60%,14 of 23,0,0:04,0,0,0%,0 of 1,18 of 41,43%,18 of 41,1,1,http://ufcstats.com/fight-details/c19f394f3c237789
0 of 0,1 of 3,39 of 90,2 of 2,5 of 6,33 of 85,0 of 0,0 of 3,23 of 51,14 of 15,1 of 1,8 of 38,0:00,0,0,0%,0 of 2,40 of 93,43%,40 of 93,0,0:00,0,0,---,0 of 0,23 of 54,42%,23 of 54,0,1,http://ufcstats.com/fight-details/6b92396d42918366
0 of 0,1 of 4,35 of 95,0 of 0,1 of 5,35 of 94,0 of 0,1 of 2,22 of 53,12 of 14,2 of 4,9 of 37,0:00,0,0,0%,0 of 1,38 of 101,36%,36 of 99,0,0:00,0,0,---,0 of 0,23 of 55,41%,23 of 55,0,2,http://ufcstats.com/fight-details/6b92396d42918366
0 of 0,1 of 2,34 of 85,1 of 1,5 of 9,29 of 77,0 of 0,0 of 0,24 of 59,4 of 5,0 of 0,20 of 54,0:00,0,0,0%,0 of 1,35 of 87,40%,35 of 87,0,0:00,0,0,---,0 of 0,24 of 59,40%,24 of 59,0,3,http://ufcstats.com/fight-details/6b92396d42918366
0 of 0,5 of 7,2 of 14,1 of 2,4 of 5,2 of 14,0 of 0,16 of 18,7 of 12,11 of 12,7 of 7,5 of 11,0:14,0,0,0%,0 of 1,10 of 24,33%,7 of 21,0,3:10,0,0,0%,0 of 6,28 of 35,76%,23 of 30,0,1,http://ufcstats.com/fight-details/2230a5dbc0907859
0 of 0,1 of 1,2 of 13,0 of 0,1 of 2,2 of 12,0 of 0,3 of 4,4 of 13,1 of 2,4 of 4,2 of 11,0:00,0,0,---,0 of 0,5 of 17,21%,3 of 14,0,3:15,0,0,28%,2 of 7,27 of 39,41%,7 of 17,0,2,http://ufcstats.com/fight-details/2230a5dbc0907859
0 of 0,0 of 0,3 of 7,0 of 0,1 of 3,2 of 4,0 of 0,0 of 0,2 of 7,0 of 0,1 of 1,1 of 6,0:17,0,0,---,0 of 0,4 of 8,42%,3 of 7,0,1:12,0,1,50%,1 of 2,5 of 10,28%,2 of 7,0,3,http://ufcstats.com/fight-details/2230a5dbc0907859
0 of 0,1 of 3,14 of 65,2 of 3,3 of 10,10 of 55,0 of 0,4 of 6,8 of 51,5 of 6,2 of 14,5 of 37,0:27,0,0,0%,0 of 3,17 of 71,22%,15 of 68,0,0:04,0,0,---,0 of 0,14 of 59,21%,12 of 57,0,1,http://ufcstats.com/fight-details/bd246b9789f88e1c
0 of 0,3 of 6,16 of 65,1 of 2,5 of 12,13 of 57,7 of 14,5 of 7,13 of 33,0 of 0,7 of 13,18 of 41,0:00,0,0,0%,0 of 1,20 of 72,26%,19 of 71,0,1:23,0,0,100%,1 of 1,35 of 64,46%,25 of 54,1,2,http://ufcstats.com/fight-details/bd246b9789f88e1c
0 of 0,1 of 2,4 of 23,0 of 0,1 of 3,4 of 22,2 of 2,0 of 1,9 of 16,3 of 3,3 of 5,5 of 11,0:00,0,0,0%,0 of 1,6 of 26,20%,5 of 25,0,2:19,0,1,100%,1 of 1,20 of 28,57%,11 of 19,0,3,http://ufcstats.com/fight-details/bd246b9789f88e1c
0 of 0,7 of 11,4 of 7,0 of 0,6 of 7,5 of 11,4 of 9,6 of 6,2 of 9,1 of 3,3 of 4,8 of 17,0:59,1,0,33%,1 of 3,17 of 24,61%,11 of 18,0,2:25,0,0,66%,2 of 3,25 of 39,50%,12 of 24,0,1,http://ufcstats.com/fight-details/4785bf265d05d85f
0 of 0,2 of 3,16 of 59,0 of 0,1 of 1,17 of 61,0 of 0,3 of 3,8 of 44,0 of 0,2 of 2,9 of 45,1:05,0,0,---,0 of 0,21 of 65,29%,18 of 62,0,0:51,0,0,0%,0 of 3,16 of 53,23%,11 of 47,0,1,http://ufcstats.com/fight-details/642a8cc1195c5198
0 of 0,0 of 3,10 of 41,0 of 0,0 of 0,10 of 44,3 of 3,1 of 3,16 of 50,0 of 1,3 of 3,17 of 52,1:32,0,0,100%,1 of 1,14 of 49,22%,10 of 44,0,0:54,0,0,33%,1 of 3,28 of 65,35%,20 of 56,0,2,http://ufcstats.com/fight-details/642a8cc1195c5198
0 of 0,0 of 0,9 of 34,0 of 0,0 of 0,9 of 34,2 of 3,2 of 2,9 of 30,1 of 1,1 of 1,11 of 33,1:32,0,0,100%,2 of 2,13 of 40,26%,9 of 34,0,1:32,0,0,33%,2 of 6,21 of 44,37%,13 of 35,0,3,http://ufcstats.com/fight-details/642a8cc1195c5198
2 of 7,0 of 0,4 of 13,0 of 0,1 of 1,5 of 19,1 of 2,0 of 0,0 of 6,0 of 0,0 of 0,1 of 8,2:21,0,1,100%,1 of 1,15 of 29,30%,6 of 20,0,0:00,0,0,---,0 of 0,5 of 12,12%,1 of 8,0,1,http://ufcstats.com/fight-details/6a7892754af30685
10 of 15,1 of 1,0 of 4,1 of 2,0 of 0,10 of 18,0 of 0,0 of 0,1 of 4,0 of 0,0 of 0,1 of 4,3:20,0,0,50%,1 of 2,29 of 39,55%,11 of 20,0,0:00,0,0,---,0 of 0,1 of 5,25%,1 of 4,0,2,http://ufcstats.com/fight-details/6a7892754af30685
0 of 0,2 of 4,0 of 3,0 of 0,1 of 2,1 of 5,15 of 19,3 of 6,1 of 9,0 of 0,1 of 2,18 of 32,0:56,0,0,0%,0 of 4,2 of 7,28%,2 of 7,0,1:00,0,0,0%,0 of 1,26 of 42,55%,19 of 34,0,3,http://ufcstats.com/fight-details/6a7892754af30685
0 of 0,6 of 9,11 of 27,0 of 0,8 of 10,9 of 26,0 of 0,4 of 6,7 of 20,5 of 6,6 of 7,0 of 13,0:19,0,0,---,0 of 0,21 of 40,47%,17 of 36,0,2:14,0,0,0%,0 of 1,21 of 39,42%,11 of 26,0,1,http://ufcstats.com/fight-details/b2bb725b17ab51b8
0 of 0,2 of 2,9 of 33,1 of 2,5 of 10,5 of 23,0 of 0,4 of 4,7 of 22,3 of 4,6 of 10,2 of 12,0:07,0,0,0%,0 of 1,17 of 41,31%,11 of 35,0,1:35,0,0,---,0 of 0,26 of 44,42%,11 of 26,0,2,http://ufcstats.com/fight-details/b2bb725b17ab51b8
0 of 0,3 of 5,13 of 30,1 of 1,4 of 6,11 of 28,0 of 0,5 of 7,16 of 27,4 of 5,4 of 8,13 of 21,0:03,0,0,0%,0 of 2,20 of 39,45%,16 of 35,0,1:54,0,0,0%,0 of 1,34 of 47,61%,21 of 34,0,3,http://ufcstats.com/fight-details/b2bb725b17ab51b8
0 of 0,11 of 22,0 of 1,1 of 1,7 of 14,3 of 8,0 of 0,6 of 8,2 of 3,1 of 1,4 of 6,3 of 4,4:35,0,0,33%,2 of 6,16 of 30,47%,11 of 23,0,0:08,0,0,100%,1 of 1,31 of 36,72%,8 of 11,0,1,http://ufcstats.com/fight-details/63c08ecea35e8bee
0 of 0,3 of 7,0 of 6,0 of 1,3 of 5,0 of 7,3 of 5,8 of 9,2 of 15,0 of 0,6 of 8,7 of 21,3:02,0,0,0%,0 of 3,16 of 27,23%,3 of 13,0,0:58,0,0,50%,1 of 2,18 of 35,44%,13 of 29,0,2,http://ufcstats.com/fight-details/63c08ecea35e8bee
0 of 0,0 of 1,3 of 8,0 of 0,0 of 0,3 of 9,3 of 3,2 of 3,4 of 14,0 of 0,4 of 5,5 of 15,2:21,0,0,50%,1 of 2,6 of 13,33%,3 of 9,0,2:01,0,0,100%,1 of 1,28 of 42,45%,9 of 20,0,3,http://ufcstats.com/fight-details/63c08ecea35e8bee
0 of 0,1 of 2,10 of 22,6 of 8,2 of 4,3 of 12,0 of 0,0 of 0,12 of 32,0 of 0,1 of 2,11 of 30,0:16,0,0,---,0 of 0,13 of 26,45%,11 of 24,0,0:11,0,1,---,0 of 0,12 of 32,37%,12 of 32,0,1,http://ufcstats.com/fight-details/fe9a58e79d54695b
0 of 0,0 of 0,0 of 4,0 of 0,0 of 1,0 of 3,2 of 2,0 of 0,1 of 1,0 of 0,0 of 0,3 of 3,0:00,0,0,---,0 of 0,0 of 4,0%,0 of 4,0,0:02,0,0,---,0 of 0,3 of 3,100%,3 of 3,1,1,http://ufcstats.com/fight-details/ec0a1c09d1b113b8
0 of 0,2 of 2,1 of 4,2 of 2,1 of 1,0 of 3,0 of 4,12 of 12,0 of 2,3 of 3,8 of 8,1 of 7,0:32,0,1,---,0 of 0,3 of 6,50%,3 of 6,0,4:05,0,0,80%,4 of 5,40 of 48,66%,12 of 18,0,1,http://ufcstats.com/fight-details/badc8c379cc2e6ff
0 of 0,6 of 6,1 of 3,4 of 4,1 of 1,2 of 4,0 of 0,9 of 9,1 of 4,1 of 1,7 of 7,2 of 5,1:16,0,0,0%,0 of 3,17 of 19,77%,7 of 9,0,3:21,0,0,100%,2 of 2,43 of 48,76%,10 of 13,0,2,http://ufcstats.com/fight-details/badc8c379cc2e6ff
0 of 0,3 of 3,0 of 3,2 of 2,1 of 1,0 of 3,0 of 0,16 of 18,3 of 4,3 of 3,7 of 8,9 of 11,0:55,0,1,0%,0 of 1,31 of 34,50%,3 of 6,0,3:30,0,0,100%,4 of 4,33 of 36,86%,19 of 22,0,3,http://ufcstats.com/fight-details/badc8c379cc2e6ff
